,,
7483,58807,0.058807
,,
9614,79608,0.079608
,,
10112,79652,0.079652
,,
11065,94626,0.094626
,,
9224,66314,0.066314
,,
8683,57819,0.057819
,,
8643,58415,0.058415
,,
4170,13766,0.013766
,,
11692,105518,0.105518
,,
6306,31484,0.031484
,,
4400,14834,0.014834
,,
5461,23820,0.02382
,,
12844,130982,0.130982
,,
9741,74710,0.07471
,,
4581,16310,0.01631
,,
4439,15632,0.015632
,,
8875,61657,0.061657
,,
5781,25855,0.025855
,,
9484,70036,0.070036
,,
12969,136844,0.136844
,,
12283,119486,0.119486
,,
4565,16062,0.016062
,,
11499,99943,0.099943
,,
12723,126504,0.126504
,,
3452,9452,0.009452
,,
5824,26343,0.026343
,,
6505,33748,0.033748
,,
11147,104125,0.104125
,,
12770,130633,0.130633
,,
10685,90463,0.090463
,,
11907,112275,0.112275
,,
4169,13742,0.013742
,,
12162,118724,0.118724
,,
7465,43445,0.043445
,,
7987,48640,0.04864
,,
4062,12822,0.012822
,,
3973,12290,0.01229
,,
9034,64120,0.06412
,,
8777,59880,0.05988
,,
8070,51779,0.051779
,,
11446,101483,0.101483
,,
11144,99735,0.099735
,,
9496,73405,0.073405
,,
3045,7434,0.007434
,,
5306,22216,0.022216
,,
8159,50767,0.050767
,,
6247,30822,0.030822
,,
11024,94822,0.094822
,,
7288,42342,0.042342
,,
6804,36542,0.036542
,,
3874,12036,0.012036
,,
7430,42633,0.042633
,,
3379,8833,0.008833
,,
11337,101613,0.101613
,,
12255,118445,0.118445
,,
11849,113981,0.113981
,,
8023,51548,0.051548
,,
6806,37681,0.037681
,,
6639,34084,0.034084
,,
11184,135382,0.135382
,,
11783,121168,0.121168
,,
11994,114795,0.114795
,,
3805,11512,0.011512
,,
8513,57633,0.057633
,,
4792,18450,0.01845
,,
12907,134049,0.134049
,,
11236,99134,0.099134
,,
3151,8014,0.008014
,,
11677,108663,0.108663
,,
10693,92006,0.092006
,,
11014,100258,0.100258
,,
11426,104218,0.104218
,,
7328,43479,0.043479
,,
7115,40185,0.040185
,,
7067,39875,0.039875
,,
10771,96297,0.096297
,,
12578,121306,0.121306
,,
5889,25571,0.025571
,,
8099,48746,0.048746
,,
8389,51955,0.051955
,,
8353,53129,0.053129
,,
5172,21105,0.021105
,,
4585,16108,0.016108
,,
12081,111362,0.111362
,,
5542,23995,0.023995
,,
12621,121701,0.121701
,,
11438,160116,0.160116
,,
12482,193091,0.193091
,,
8972,93895,0.093895
,,
10137,126400,0.1264
,,
6380,37387,0.037387
,,
6023,29092,0.029092
,,
11725,129065,0.129065
,,
5979,27390,0.02739
,,
5271,21467,0.021467
,,
9456,70549,0.070549
,,
6213,36706,0.036706
,,
6539,33697,0.033697
,,
12275,117303,0.117303
,,
4533,15996,0.015996
,,
7728,46174,0.046174
,,
6466,32703,0.032703
,,
7708,45878,0.045878
,,
9482,68298,0.068298
,,
11043,95162,0.095162
,,
7495,43360,0.04336
,,
4848,17658,0.017658
,,
9757,73587,0.073587
,,
11098,96653,0.096653
,,
8622,63733,0.063733
,,
7322,43037,0.043037
,,
6496,33942,0.033942
,,
10848,90376,0.090376
,,
3020,6878,0.006878
,,
7125,39620,0.03962
,,
7989,49259,0.049259
,,
3095,7576,0.007576
,,
7272,41791,0.041791
,,
7052,39664,0.039664
,,
7204,40460,0.04046
,,
4221,13506,0.013506
,,
8950,64198,0.064198
,,
11909,113025,0.113025
,,
4806,17946,0.017946
,,
9242,70221,0.070221
,,
6803,37101,0.037101
,,
5067,19872,0.019872
,,
5341,23059,0.023059
,,
7572,73507,0.073507
,,
10109,95520,0.09552
,,
10724,91179,0.091179
,,
7003,39861,0.039861
,,
8534,59468,0.059468
,,
7994,48809,0.048809
,,
4752,17347,0.017347
,,
10600,85735,0.085735
,,
12411,118301,0.118301
,,
4720,17380,0.01738
,,
4586,16314,0.016314
,,
6803,35531,0.035531
,,
8233,52023,0.052023
,,
3162,7558,0.007558
,,
6891,37263,0.037263
,,
4671,17631,0.017631
,,
9925,76648,0.076648
,,
6211,30439,0.030439
,,
7495,43336,0.043336
,,
3434,9194,0.009194
,,
11569,102417,0.102417
,,
5647,24000,0.024
,,
11796,106813,0.106813
,,
8914,60202,0.060202
,,
11720,107208,0.107208
,,
5506,23893,0.023893
,,
7413,43206,0.043206
,,
8035,50658,0.050658
,,
11333,100982,0.100982
,,
9819,76800,0.0768
,,
12663,123291,0.123291
,,
7619,44746,0.044746
,,
8747,58478,0.058478
,,
5286,21010,0.02101
,,
10098,76913,0.076913
,,
9028,61756,0.061756
,,
7586,43147,0.043147
,,
9229,64315,0.064315
,,
6991,36432,0.036432
,,
6978,37179,0.037179
,,
4039,12186,0.012186
,,
4127,13093,0.013093
,,
11760,104249,0.104249
,,
6314,31801,0.031801
,,
9970,79349,0.079349
,,
10718,86633,0.086633
,,
4859,18360,0.01836
,,
3900,11825,0.011825
,,
4302,14651,0.014651
,,
9832,72229,0.072229
,,
5531,23115,0.023115
,,
3273,8073,0.008073
,,
4334,13427,0.013427
,,
6395,29779,0.029779
,,
5556,22380,0.02238
,,
10403,81481,0.081481
,,
3033,6781,0.006781
,,
8786,56902,0.056902
,,
9560,67307,0.067307
,,
4433,14690,0.01469
,,
7497,41457,0.041457
,,
12740,122804,0.122804
,,
11263,96996,0.096996
,,
7005,36644,0.036644
,,
5013,18538,0.018538
,,
11053,92044,0.092044
,,
7174,38385,0.038385
,,
10375,80261,0.080261
,,
9065,63011,0.063011
,,
12353,116665,0.116665
,,
7479,41124,0.041124
,,
10391,78670,0.07867
,,
4904,17267,0.017267
,,
9271,60409,0.060409
,,
8517,51203,0.051203
,,
12405,114375,0.114375
,,
6543,32617,0.032617
,,
10159,79616,0.079616
,,
8334,53555,0.053555
,,
10252,80962,0.080962
,,
6385,30947,0.030947
,,
11911,106066,0.106066
,,
5287,20893,0.020893
,,
8215,51182,0.051182
,,
7886,45678,0.045678
,,
10234,75998,0.075998
,,
11065,89165,0.089165
,,
9641,67056,0.067056
,,
5519,23205,0.023205
,,
12802,120630,0.12063
,,
6912,34452,0.034452
,,
4061,11719,0.011719
,,
8781,59087,0.059087
,,
9256,65391,0.065391
,,
4489,15183,0.015183
,,
6532,32907,0.032907
,,
9661,70197,0.070197
,,
4766,17284,0.017284
,,
10139,80355,0.080355
,,
4920,18245,0.018245
,,
9669,73515,0.073515
,,
4480,14868,0.014868
,,
4211,14030,0.01403
,,
3008,6874,0.006874
,,
8108,48973,0.048973
,,
3679,10051,0.010051
,,
5672,23281,0.023281
,,
8066,47973,0.047973
,,
12468,118270,0.11827
,,
8718,57105,0.057105
,,
9524,69072,0.069072
,,
3156,7694,0.007694
,,
3720,10439,0.010439
,,
10442,82166,0.082166
,,
11401,98094,0.098094
,,
10203,79618,0.079618
,,
5969,26627,0.026627
,,
10047,76243,0.076243
,,
5409,22114,0.022114
,,
9061,61037,0.061037
,,
10212,76949,0.076949
,,
4633,16070,0.01607
,,
9852,73637,0.073637
,,
10841,86310,0.08631
,,
3242,7540,0.00754
,,
11840,102723,0.102723
,,
6332,29024,0.029024
,,
5696,24570,0.02457
,,
12156,110790,0.11079
,,
5611,23451,0.023451
,,
11029,89094,0.089094
,,
9902,73809,0.073809
,,
12165,113050,0.11305
,,
10366,80518,0.080518
,,
8533,54272,0.054272
,,
9689,70409,0.070409
,,
4076,12512,0.012512
,,
6003,26594,0.026594
,,
11336,98479,0.098479
,,
3882,11722,0.011722
,,
3125,7466,0.007466
,,
10807,91930,0.09193
,,
7197,37921,0.037921
,,
8616,53896,0.053896
,,
12332,113730,0.11373
,,
5032,19516,0.019516
,,
9345,65363,0.065363
,,
9326,64561,0.064561
,,
12080,110671,0.110671
,,
9180,63444,0.063444
,,
10304,77697,0.077697
,,
3548,9263,0.009263
,,
3241,7506,0.007506
,,
8609,56036,0.056036
,,
12097,110654,0.110654
,,
5471,22607,0.022607
,,
6179,27638,0.027638
,,
12803,120773,0.120773
,,
10236,79905,0.079905
,,
10319,83078,0.083078
,,
4911,18184,0.018184
,,
10577,85759,0.085759
,,
11945,109218,0.109218
,,
10359,82157,0.082157
,,
5949,27541,0.027541
,,
3417,8810,0.00881
,,
8854,58781,0.058781
,,
9911,73710,0.07371
,,
3003,6709,0.006709
,,
10164,76031,0.076031
,,
8757,57078,0.057078
,,
6373,31601,0.031601
,,
9485,67517,0.067517
,,
12899,124616,0.124616
,,
4711,16763,0.016763
,,
11736,106284,0.106284
,,
6294,30951,0.030951
,,
6814,34216,0.034216
,,
12331,145457,0.145457
,,
8091,49482,0.049482
,,
12868,126905,0.126905
,,
11496,100636,0.100636
,,
5636,24722,0.024722
,,
5330,22354,0.022354
,,
10531,84885,0.084885
,,
5401,21817,0.021817
,,
5000,18872,0.018872
,,
12764,122109,0.122109
,,
8305,61263,0.061263
,,
7540,43920,0.04392
,,
9005,62676,0.062676
,,
8262,53785,0.053785
,,
4621,16314,0.016314
,,
6378,30113,0.030113
,,
9793,69762,0.069762
,,
5509,22491,0.022491
,,
4123,12441,0.012441
,,
4279,13833,0.013833
,,
7222,38699,0.038699
,,
4518,15743,0.015743
,,
5216,20749,0.020749
,,
4631,16269,0.016269
,,
8315,52196,0.052196
,,
6213,31132,0.031132
,,
6438,32458,0.032458
,,
5886,26727,0.026727
,,
8257,51769,0.051769
,,
6053,28019,0.028019
,,
10849,91802,0.091802
,,
9340,67045,0.067045
,,
4563,15541,0.015541
,,
10767,86872,0.086872
,,
6290,28522,0.028522
